"","Culinary Knowledge","Culinary Skills","Algeria","Argentina","Australia","Belgium","Herzegovina","Brazil","Cameroon","Chile","Colombia","Rica","Croatia","Ecuador","England","France","Germany","Ghana","Greece","Honduras","Iran","Italy","Coast","Japan","Mexico","Netherlands","Nigeria","Portugal","Russia","Korea","Spain","Switzerland","States","Uruguay","China","India","Thailand","Turkey","Cuba","Ethiopia","Vietnam","Ireland","Gender","Age","Household.Income","Education","Census Location"
"1251","Intermediate","High","3","3",NA,"3","3","3",NA,"3",NA,"3","3","3","4","4","3",NA,"4",NA,"4","4",NA,"4","3",NA,NA,"3","3","3","3","3","1",NA,"5","4","3","4","3","3","3","3","Female","> 60","","Graduate degree","New England"
"1252","Intermediate","Moderate","3","3","3",NA,NA,NA,NA,"4","3","4",NA,NA,"3","4","3",NA,"4","3",NA,"5",NA,"4","4",NA,NA,NA,"5","2","4",NA,"4",NA,"4","3","2",NA,"4",NA,"2","2","Female","45-60","","Some college or Associate degree","West South Central"
"1253","Novice","Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","4","3",NA,"4",NA,NA,"4",NA,"3","4",NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male","> 60","","Graduate degree","Pacific"
"1255","Intermediate","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","4",NA,"4",NA,NA,"5",NA,NA,"2",NA,NA,NA,NA,NA,"3","4","3",NA,"3","3","3",NA,NA,NA,"3","3","Female","30-44","$150,000+","Graduate degree","West North Central"
"1256","Advanced","High",NA,"3",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,"4","3",NA,NA,"4",NA,NA,"5",NA,"5","3",NA,NA,NA,NA,NA,"4",NA,"5",NA,"3","5","5",NA,"3",NA,NA,"5","Female","45-60","$25,000 - $49,999","Bachelor degree","South Atlantic"
"1257","Intermediate","High",NA,"3",NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,"3","4","3",NA,"2",NA,"4","5",NA,"3","3",NA,NA,"3","3","3","4","3","5",NA,"2","5",NA,NA,NA,"5","5","4","Female","> 60","$25,000 - $49,999","High school degree","South Atlantic"
"1258","Advanced","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","3","2",NA,"4",NA,NA,"3",NA,"3","3",NA,NA,NA,"2","4",NA,NA,"2",NA,"2","4","5","5",NA,NA,"4","2","Female","18-29","$25,000 - $49,999","Bachelor degree","New England"
"1259","Intermediate","Moderate",NA,NA,"3","3",NA,"3",NA,NA,NA,"3","4",NA,"5","5","4",NA,"4",NA,NA,"5",NA,"4","2","4",NA,NA,"4",NA,"2","4","5",NA,"5","1","3","2","3",NA,NA,"4","Female","> 60","","Graduate degree","Middle Atlantic"
"1261","Advanced","High",NA,"4","3",NA,NA,"4",NA,"4","4","4",NA,"3","3","3","4","1","5","4","3","5",NA,"4","5",NA,"3","4","3","3","4","3","4",NA,"5","4","5","3","4","4","5","3","Female","45-60","$50,000 - $99,999","Graduate degree","Pacific"
"1262","Novice","Moderate",NA,NA,"3","4",NA,"4",NA,NA,NA,"4",NA,NA,"3","5","3",NA,"4","3","3","5",NA,"4","3",NA,NA,NA,NA,NA,"4","3","4",NA,"3",NA,"4",NA,NA,NA,NA,"3","Male","45-60","$50,000 - $99,999","Graduate degree","East North Central"
"1263","Novice","Moderate",NA,"3",NA,NA,NA,"3",NA,"2",NA,NA,NA,NA,"4","4","4",NA,"3",NA,NA,"5",NA,"5","5",NA,NA,"3",NA,"3","4","3","5",NA,"5","2",NA,NA,"3",NA,NA,"4","Female","45-60","","Graduate degree","South Atlantic"
"1264","Intermediate","Moderate",NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,"3","4","4",NA,"3",NA,NA,"3",NA,"4","3",NA,NA,"3",NA,NA,"4",NA,"4",NA,"4","3","3",NA,"3",NA,NA,"3","Female","> 60","","Graduate degree","Pacific"
"1265","Novice","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","45-60","$50,000 - $99,999","Some college or Associate degree","West North Central"
"1266","Intermediate","Moderate","3","4",NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,"3","3","5",NA,"3",NA,"3","5",NA,"4","4",NA,NA,"3","2","2","3","3","4",NA,"4","4","2",NA,"3",NA,"2","4","Male","45-60","$150,000+","Graduate degree","South Atlantic"
"1267","Novice","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3",NA,NA,NA,NA,"5",NA,"3","4",NA,NA,NA,NA,NA,NA,NA,"5",NA,"5","2","4",NA,NA,NA,"3",NA,"Female","18-29","$25,000 - $49,999","Bachelor degree","Pacific"
"1268","Intermediate","Moderate","3","3","3","3","3","3",NA,"3","3","4","3","3","3","4","3",NA,"4",NA,"3","4",NA,"3","4","3",NA,"3","1",NA,"3","3","4","3","2","4","3",NA,"3","2","3","3","Female","> 60","$150,000+","Graduate degree","Pacific"
"1269","Intermediate","High","4",NA,"2",NA,NA,"4",NA,NA,NA,NA,NA,NA,"3","4","3",NA,"5","3","4","4",NA,"4","4",NA,NA,NA,"2","4","4","2","2",NA,"5","4","4","4","4","4","4","2","Female","45-60","","Graduate degree","Pacific"
"1270","Novice","Moderate",NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,"5",NA,"4","4",NA,NA,NA,NA,NA,NA,"Male","45-60","$150,000+","Some college or Associate degree","West South Central"
"1271","Intermediate","Moderate",NA,"3",NA,"4",NA,"3",NA,NA,NA,"4",NA,NA,"4","5","4",NA,"3",NA,NA,"5",NA,"4","4","3",NA,"5","4","4","4","4","5",NA,"5","4","5","3","4","2","4","3","Male","> 60","$150,000+","Graduate degree","West South Central"
"1272","Intermediate","Moderate",NA,"3",NA,NA,NA,"4",NA,"2",NA,"3",NA,NA,"3","4","3",NA,"3","3",NA,"3",NA,"5","3","3",NA,"4","3","3","3",NA,"3",NA,"3","4","4",NA,"4","3","4","3","Female","45-60","$50,000 - $99,999","Graduate degree","Mountain"
"1273","Intermediate","Moderate",NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,"2","5","2",NA,"4",NA,NA,"5",NA,"4","5","3",NA,NA,NA,NA,"4",NA,"4",NA,"3","3","4",NA,"4","1",NA,"3","Female","> 60","$50,000 - $99,999","Some college or Associate degree","South Atlantic"
"1274","Novice","Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","4","4",NA,"2",NA,NA,"4",NA,NA,"3",NA,NA,NA,NA,NA,"2",NA,"5",NA,"3","1","2",NA,NA,NA,"2","3","Female","> 60","$150,000+","Some college or Associate degree","Middle Atlantic"
"1275","Novice","Low",NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,"4","3","4",NA,"3",NA,NA,"4",NA,"3","4","3",NA,NA,NA,"3","3","3","5",NA,"4","3",NA,NA,"3",NA,NA,"4","Male","> 60","","Graduate degree","Mountain"
"1276","Novice","Moderate",NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","4","4",NA,"4",NA,NA,"5",NA,"4","3",NA,NA,"4",NA,NA,"4","4","4",NA,NA,"3","4",NA,"3",NA,NA,"4","Female","45-60","","Some college or Associate degree","South Atlantic"
"1277","Intermediate","Moderate",NA,NA,"3","3",NA,NA,NA,NA,NA,NA,NA,NA,"4","3","4",NA,"3",NA,NA,"4",NA,"3","4","3",NA,NA,NA,"2","3","3","5",NA,"4","3","3",NA,NA,NA,"2","3","Male","> 60","$150,000+","Graduate degree","South Atlantic"
"1278","Novice","Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,"5",NA,"3",NA,NA,NA,NA,NA,NA,NA,"Female","18-29","$0 - $24,999","High school degree","East South Central"
"1279","Novice","Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,"3","Female","30-44","$0 - $24,999","Some college or Associate degree","New England"
"1280","Intermediate","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,"5","Female","18-29","","Less than high school degree","East North Central"
"1281","Intermediate","Moderate",NA,"3","4","3",NA,"3",NA,"3","3","3",NA,NA,"1","3","3",NA,"4","3",NA,"5",NA,"3","5",NA,"3",NA,NA,"1","5","3","5",NA,"3","3","3","3","3",NA,NA,"4","","","","",""
"1283","Intermediate","Moderate",NA,"3",NA,NA,NA,NA,NA,"3",NA,"3","3",NA,"3","4","4",NA,"3",NA,NA,"5",NA,"3","5",NA,"3",NA,NA,NA,"3",NA,"5",NA,"5",NA,"4",NA,"3",NA,NA,"3","Female","> 60","$50,000 - $99,999","Bachelor degree","East North Central"
"1284","Novice","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","45-60","$0 - $24,999","High school degree","Middle Atlantic"
"1286","Intermediate","Moderate",NA,"3",NA,"3",NA,"3",NA,"3","3","3","3","3","3","3","4",NA,"2","3",NA,"5",NA,"3","4","3",NA,"3","4",NA,"4","3","5","3","4","2","3","3","3",NA,"3","4","Male","> 60","$150,000+","Bachelor degree","New England"
"1287","Intermediate","High",NA,"3","4","4","3","5",NA,"3",NA,NA,"4",NA,"2","4","5",NA,"5",NA,"3","5",NA,"4","4",NA,NA,NA,"2","4","4","3","4",NA,"4","4","4","5","4","3","3","3","Male","> 60","$100,000 - $149,999","Graduate degree","West North Central"
"1288","Intermediate","High","2","4","4","3","2","3","3","3","3","4","3","3","1","5","4","3","5","3","2","5","3","4","5","3","2","3","2","3","4","3","5","2","4","4","4","3","4","3","3","4","Female","45-60","$100,000 - $149,999","Graduate degree","South Atlantic"
"1289","Advanced","High","3","4","4","3","3","4","3","4","4","4","3","4","4","5","4","3","4","4","3","5","3","5","5","3","3","4","4","3","5","3","5","3","5","4","5","3","5","3","5","3","Male","> 60","$100,000 - $149,999","Graduate degree","West North Central"
"1290","Novice","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","3",NA,"3",NA,NA,"4",NA,"4","3",NA,NA,NA,NA,NA,NA,NA,"3",NA,"3","3","3",NA,NA,NA,"3","3","Female","45-60","$0 - $24,999","Some college or Associate degree","Pacific"
"1291","Intermediate","Moderate",NA,"3",NA,"3","2",NA,NA,"3","3","4",NA,NA,"2","4","3",NA,"4","3",NA,"4",NA,"4","5","3",NA,"4",NA,"3","4","3","5",NA,"3",NA,NA,NA,"5","1","2","4","Female","45-60","$100,000 - $149,999","Bachelor degree","West North Central"
"1292","Intermediate","Moderate",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"3","4",NA,NA,"4",NA,NA,"5",NA,"3","5",NA,NA,NA,NA,NA,"4",NA,"5",NA,"4","3","3","3","3",NA,"3",NA,"Female","18-29","$50,000 - $99,999","Some college or Associate degree","West South Central"
"1293","Novice","Low",NA,NA,"3",NA,NA,"3",NA,NA,NA,NA,"3",NA,"3","3",NA,NA,NA,NA,NA,"4",NA,NA,"2","2",NA,NA,NA,NA,"3","3","4",NA,"3",NA,NA,NA,NA,NA,NA,"3","Female","45-60","$25,000 - $49,999","Some college or Associate degree","New England"
"1294","Intermediate","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","4","3",NA,"4",NA,NA,"4",NA,"5","4",NA,"3",NA,NA,"4",NA,NA,"4",NA,"4","4","5","3",NA,NA,"4","3","Female","45-60","$100,000 - $149,999","Bachelor degree","New England"
"1296","Novice","Low",NA,"3",NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,"2","3","2",NA,"4",NA,NA,"4",NA,"3","4",NA,NA,NA,"3","3","3",NA,"3",NA,"4","3",NA,NA,"3","3","2","2","Male","45-60","$50,000 - $99,999","Some college or Associate degree","West North Central"
"1297","Novice","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","4",NA,NA,NA,NA,NA,"4",NA,"5","5",NA,NA,NA,NA,NA,NA,NA,"4",NA,"3","2","2",NA,NA,"3",NA,"3","Female","18-29","$0 - $24,999","Bachelor degree","East South Central"
"1298","Intermediate","High","3","3","2","3",NA,"3",NA,"3",NA,"3","4",NA,"4","4","5","3","5",NA,"5","5",NA,"5","4",NA,"3",NA,"4","3",NA,"3","5",NA,"5","5","4","3","3","3","4","5","Female","> 60","$25,000 - $49,999","Some college or Associate degree","South Atlantic"
"1300","Novice","Moderate","3","3","4","4","3","3","3","3","3","3","3","3","4","4","4","3","4","3","3","4","3","4","4","4","3","3","4","3","4","3","5","3","3","4","3","3","3","3","3","3","Male","> 60","$50,000 - $99,999","Graduate degree","Pacific"
"1301","Novice","Moderate","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","Male","45-60","","Some college or Associate degree","East North Central"
"1302","Intermediate","Moderate",NA,"4","4",NA,NA,NA,NA,"4",NA,"4",NA,"4","4","5","2",NA,"5",NA,NA,"5",NA,"4","4","3",NA,"4","3",NA,"5","4","5",NA,"5","3","4",NA,NA,NA,"3","3","Female","> 60","","Graduate degree","South Atlantic"
"1303","Novice","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,"3",NA,NA,"4",NA,NA,"3",NA,NA,NA,NA,NA,NA,"Male","18-29","$50,000 - $99,999","Some college or Associate degree","West South Central"
"1304","Intermediate","High","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5",NA,"5","5","5","5","5","5","Female","18-29","$25,000 - $49,999","Some college or Associate degree","West South Central"
"1305","Novice","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","3",NA,NA,"3",NA,"4","3",NA,"3","3",NA,NA,NA,NA,NA,NA,NA,"5",NA,"3","2",NA,NA,NA,NA,NA,NA,"Female","45-60","$25,000 - $49,999","Some college or Associate degree","Pacific"
"1307","Advanced","Moderate",NA,"3","3","4","3","4",NA,"4","3","3","3",NA,"2","4","4",NA,"4",NA,NA,"5",NA,"5","4",NA,NA,NA,"3","3","4",NA,"2","3","2","4","5","3","2",NA,"3","3","Female","18-29","$50,000 - $99,999","Bachelor degree","East North Central"
"1308","Intermediate","High",NA,"4",NA,"3",NA,"4",NA,NA,NA,"3","4",NA,"3","5","3",NA,"4","3",NA,"5",NA,"3","4","3",NA,"4","3","2","4","3","5",NA,"5","5","5",NA,"5",NA,"5","3","Female","> 60","$100,000 - $149,999","Graduate degree","West South Central"
"1309","Intermediate","Moderate",NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,"3","4","4",NA,"3",NA,NA,"4",NA,"3","4","4",NA,"3",NA,NA,"3","5","4",NA,"3","3","4","3","3",NA,NA,"3","Female","45-60","","Some college or Associate degree","South Atlantic"
"1311","Intermediate","High","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","4","4","3","4","3","3","4","3","4","3","3","2","5","3","3","3","4","4","","","","",""
"1312","Intermediate","Moderate",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"2","4","3",NA,"3",NA,NA,"4",NA,NA,"2",NA,NA,"1",NA,NA,"3","2","4",NA,"3","2",NA,NA,NA,NA,NA,"2","Male","> 60","$50,000 - $99,999","Some college or Associate degree","New England"
"1313","Intermediate","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","4","4",NA,"4",NA,"4","4",NA,"4","4",NA,NA,NA,NA,"4","4",NA,"4",NA,"4","4","4","4","4","4","4","3","Female","45-60","$100,000 - $149,999","Bachelor degree","West South Central"
"1314","Novice","Moderate",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,"3","3","4",NA,"2",NA,NA,"3",NA,"3","4",NA,NA,NA,NA,NA,NA,NA,"4",NA,"4","2","3",NA,NA,NA,NA,"4","Female","45-60","$100,000 - $149,999","Bachelor degree","West North Central"
"1315","Novice","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","4","3",NA,NA,NA,NA,"4",NA,"3","4",NA,NA,NA,NA,NA,NA,NA,"3",NA,"3",NA,NA,NA,NA,NA,NA,NA,"Female","45-60","$50,000 - $99,999","Some college or Associate degree","West North Central"
"1316","Novice","Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","45-60","$50,000 - $99,999","Some college or Associate degree","South Atlantic"
"1317","Novice","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","3",NA,"3",NA,NA,"1",NA,"3","3",NA,NA,NA,NA,"1",NA,NA,"5",NA,"3",NA,NA,NA,"3",NA,NA,"3","Female","> 60","","Less than high school degree","East North Central"
"1318","Novice","Low",NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,"2","4","3",NA,NA,NA,NA,"4",NA,"3","4",NA,NA,NA,NA,NA,NA,"4","5",NA,"4",NA,NA,NA,NA,NA,NA,NA,"Male","> 60","$25,000 - $49,999","Some college or Associate degree","West South Central"
"1319","Intermediate","High","4","4","4","4",NA,"4","4","4","4","4",NA,"4","4","4","4","4","4","4","4","4","4","4","5","4","4","4","4","4","5","4","4",NA,"4","5","5","5","4","4","4","4","Female","45-60","$100,000 - $149,999","Graduate degree","South Atlantic"
"1320","Novice","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,"3",NA,"4",NA,NA,NA,NA,NA,NA,NA,"Female","30-44","$100,000 - $149,999","Graduate degree","West North Central"
"1321","Novice","None",NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male","> 60","","Graduate degree","South Atlantic"
"1322","Advanced","High",NA,"3","3","4",NA,"3",NA,"3","3","4","3","3","3","4","5",NA,"4","3","4","5",NA,"2","4","4",NA,"4","3","2","4","5","4","3","2","4","3","4","4",NA,"2","4","Female","> 60","$50,000 - $99,999","Graduate degree","East North Central"
"1323","Intermediate","High","2","4","4","4","3","3","3","4","3","3","3","3","5","5","5","3","3","3","2","5","4","4","5","3","2","3","4","4","4","4","5","3","5","4","4","4","4","3","3","5","Female","> 60","$25,000 - $49,999","High school degree","East North Central"
"1324","Intermediate","Low","3","4",NA,"3",NA,NA,NA,"4",NA,NA,"3",NA,"2","3","4",NA,"3",NA,NA,"4",NA,NA,"4","3",NA,"2","2",NA,"3","3","4",NA,"2","2","3","2",NA,NA,"3","3","Male","> 60","$50,000 - $99,999","Bachelor degree","West North Central"
"1325","Intermediate","High",NA,"3",NA,"3",NA,NA,NA,NA,NA,NA,"3",NA,"4","5","4",NA,"5",NA,NA,"5",NA,"4","5",NA,NA,NA,"4","3","3","4","5",NA,"4","3","3","3",NA,NA,NA,NA,"Male","45-60","$50,000 - $99,999","Bachelor degree","West North Central"
"1326","Novice","Moderate",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","4","3",NA,"3",NA,NA,"4",NA,"4","2","3",NA,NA,NA,"2","3","3","4",NA,"5","3","4",NA,NA,NA,"3","3","Male","> 60","$150,000+","Bachelor degree","Pacific"
"1327","Intermediate","Moderate",NA,NA,NA,"3",NA,NA,NA,NA,NA,"5",NA,NA,"4","3","4",NA,"4",NA,NA,"5",NA,"3","5",NA,NA,NA,NA,NA,"4",NA,"3",NA,"4","2",NA,NA,NA,NA,NA,"2","Female","18-29","$25,000 - $49,999","Bachelor degree","East North Central"
"1328","Intermediate","Moderate",NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,"1","5","5",NA,"2",NA,"4","4",NA,"3","5",NA,NA,NA,NA,"2","4","5",NA,NA,"3","2","3","3","3",NA,"4",NA,"Female","30-44","","Bachelor degree","West South Central"
"1329","Novice","Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","4",NA,"3",NA,NA,"4",NA,"5","5",NA,NA,NA,NA,NA,"3",NA,"4",NA,"5","3","4",NA,NA,NA,NA,NA,"Female","> 60","$150,000+","Graduate degree","Mountain"
"1330","Intermediate","High",NA,NA,"3","3",NA,NA,NA,NA,NA,NA,NA,NA,"3","3","3",NA,"3",NA,NA,"5","3","3","3",NA,NA,"3","3","2","3","3","4",NA,"3","2","3","3","3",NA,NA,"3","Female","18-29","$25,000 - $49,999","Some college or Associate degree","East North Central"
"1331","Intermediate","High",NA,"4","4",NA,NA,"4",NA,"4","4",NA,NA,NA,"2","3",NA,NA,"3","3",NA,"5",NA,"4","5","3",NA,NA,"3",NA,"4","3","5",NA,"3","3","3",NA,"3","2",NA,"4","Female","30-44","","High school degree","West South Central"
"1332","Intermediate","Moderate","1","2","3","4","3","2","1","2","3","2","4","1","3","5","3","1","4","2","1","5","1","2","3","3","1","5","3","1","4","4","4","2","2","1","1","4","4","1","1","3","Male","> 60","$150,000+","Graduate degree","Middle Atlantic"
"1333","Intermediate","Low",NA,NA,NA,"4",NA,"3",NA,"3",NA,NA,NA,NA,"3","4","3",NA,"4",NA,NA,"5",NA,"2","4",NA,NA,"3",NA,"2","4","4","5",NA,"2","3","2",NA,"3",NA,"2","2","Female","> 60","$100,000 - $149,999","Bachelor degree","Middle Atlantic"
"1335","Intermediate","High",NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"4",NA,NA,"4",NA,NA,"3",NA,NA,"5",NA,"5","5",NA,NA,NA,NA,NA,"3","4","5",NA,"4","3","4",NA,NA,NA,"4","5","Female","18-29","$25,000 - $49,999","Bachelor degree","West South Central"
"1336","Advanced","High",NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,"4","5","3",NA,"3",NA,NA,"5",NA,"4","4",NA,"4",NA,NA,"4","4",NA,"5",NA,"4","4","4",NA,"4",NA,"4","4","Female","30-44","","Bachelor degree","Pacific"
"1337","Intermediate","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","5","5",NA,"4",NA,NA,"5",NA,"4","5",NA,NA,NA,NA,"3","4",NA,"4",NA,"5","4","3",NA,"3",NA,"4",NA,"Female","30-44","","High school degree","East North Central"
"1338","Novice","High",NA,"4",NA,"4",NA,"4",NA,NA,NA,"5",NA,NA,"3","5","4",NA,"5",NA,NA,"5",NA,"3","5","3",NA,NA,"3",NA,"4","4","4",NA,"4",NA,"4",NA,"4",NA,"3","3","Female","30-44","","Bachelor degree","West South Central"
"1339","Intermediate","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","2",NA,"4",NA,NA,"5",NA,"2","4",NA,NA,NA,NA,NA,"3",NA,"4",NA,"3","3","3",NA,"2",NA,NA,"4","Female","> 60","$50,000 - $99,999","High school degree","New England"
"1340","Novice","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","4","5",NA,NA,NA,NA,"4",NA,NA,"4","3",NA,NA,NA,NA,NA,"4","5",NA,"3",NA,NA,NA,NA,NA,NA,"4","Female","> 60","$100,000 - $149,999","Graduate degree","East North Central"
"1341","Advanced","High",NA,NA,NA,"3",NA,NA,NA,NA,NA,"3",NA,NA,NA,"2","3",NA,NA,"2",NA,"5",NA,"3","2",NA,NA,NA,NA,NA,"2","4","3",NA,"4",NA,NA,NA,NA,NA,NA,"3","Female","30-44","$25,000 - $49,999","Bachelor degree","Mountain"
"1342","Novice","Moderate",NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,"5","3","3",NA,"4",NA,NA,"5",NA,"3","5",NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,"3","Female","> 60","$25,000 - $49,999","High school degree","West North Central"
"1343","Novice","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,"3","4",NA,NA,NA,NA,NA,"3",NA,"4",NA,"3",NA,"3",NA,NA,NA,NA,NA,"Female","45-60","$150,000+","Graduate degree","East North Central"
"1344","Novice","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","4","3",NA,"4",NA,"4","4",NA,"4","4",NA,NA,NA,NA,NA,NA,"3","3",NA,"4","4","4",NA,NA,NA,NA,"3","Female","30-44","$25,000 - $49,999","Bachelor degree","West North Central"
"1345","Novice","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3",NA,"4",NA,NA,"4",NA,"3","4",NA,NA,"3","3",NA,NA,NA,"4",NA,"3",NA,"3",NA,NA,NA,NA,NA,"","","","",""
"1346","Intermediate","Moderate",NA,"4","5","5",NA,"5",NA,"5","4","3",NA,NA,"5","4","5",NA,"5","1","1","5","4","5","5","3",NA,NA,"3",NA,"5","3","5","4","4","4","4","2","5",NA,"3","5","Male","18-29","$50,000 - $99,999","Some college or Associate degree","West South Central"
"1347","Novice","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","4",NA,"3",NA,NA,"5",NA,"4","3",NA,NA,NA,"3",NA,"3",NA,"4",NA,"4",NA,"4",NA,"3",NA,NA,"3","Female","> 60","$100,000 - $149,999","Bachelor degree","East North Central"
"1348","Novice","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,"5",NA,"2",NA,NA,NA,NA,NA,NA,"3","Male","45-60","","Graduate degree","East South Central"
"1349","Intermediate","Moderate","3",NA,NA,"3",NA,NA,NA,NA,"4","4",NA,NA,"3","4","5",NA,"4",NA,"3","5",NA,"3","5",NA,NA,NA,NA,NA,"4",NA,"5",NA,"2","4","5",NA,NA,"4",NA,"2","Female","18-29","$0 - $24,999","Graduate degree","New England"
"1351","Intermediate","Moderate",NA,NA,NA,"4",NA,"3",NA,NA,NA,NA,NA,NA,"4","3","5",NA,"5",NA,NA,"5",NA,NA,"5",NA,NA,NA,"2",NA,"4","4","4",NA,"3","1","2","2","3",NA,NA,"3","Female","18-29","$50,000 - $99,999","High school degree","East North Central"
